"COUNTRY","Country","WEEK","Week number","GENDER","Gender","AGE","Age","VARIABLE","Variable","YEAR","Year","Value","Flag Codes","Flags"
"MEX","Mexico","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",20.8,,
"COL","Colombia","39","39","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.2,,
"COL","Colombia","39","39","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.3,,
"COL","Colombia","39","39","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.5,,
"COL","Colombia","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18,,
"COL","Colombia","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",3.9,,
"COL","Colombia","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.1,,
"MEX","Mexico","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18.3,,
"MEX","Mexico","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",19.8,,
"COL","Colombia","48","48","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.4,,
"COL","Colombia","48","48","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6.2,,
"COL","Colombia","48","48","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.3,,
"COL","Colombia","45","45","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.2,,
"COL","Colombia","45","45","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5,,
"COL","Colombia","45","45","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.2,,
"MEX","Mexico","31","31","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.6,,
"MEX","Mexico","31","31","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",16.8,,
"MEX","Mexico","9","9","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","9","9","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",18.2,,
"COL","Colombia","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",5.6,,
"COL","Colombia","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",36.5,,
"COL","Colombia","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.5,,
"COL","Colombia","36","36","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",32.1,,
"COL","Colombia","36","36","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",7.3,,
"COL","Colombia","36","36","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",1.2,,
"MEX","Mexico","45","45","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",16,,
"MEX","Mexico","45","45","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6.1,,
"SVN","Slovenia","7","7","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",9.6,,
"SVN","Slovenia","7","7","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",32.9,,
"SVN","Slovenia","7","7","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",3.9,,
"MEX","Mexico","48","48","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18.1,,
"MEX","Mexico","48","48","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.8,,
"MEX","Mexico","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",17.6,,
"MEX","Mexico","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.5,,
"MEX","Mexico","51","51","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.7,,
"MEX","Mexico","51","51","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.5,,
"SVK","Slovak Republic","7","7","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",33.3,,
"SVK","Slovak Republic","7","7","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",15.2,,
"SVK","Slovak Republic","7","7","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",1.5,,
"COL","Colombia","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0.5,,
"COL","Colombia","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",20.7,,
"COL","Colombia","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",1.4,,
"COL","Colombia","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18.7,,
"COL","Colombia","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.5,,
"COL","Colombia","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.2,,
"COL","Colombia","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",2.6,,
"COL","Colombia","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",38,,
"COL","Colombia","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.2,,
"MEX","Mexico","29","29","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.2,,
"MEX","Mexico","29","29","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",11.3,,
"MEX","Mexico","6","6","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","6","6","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",24.4,,
"MEX","Mexico","3","3","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","3","3","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",23.4,,
"COL","Colombia","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",1.7,,
"COL","Colombia","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",37,,
"COL","Colombia","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.6,,
"COL","Colombia","12","12","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"COL","Colombia","12","12","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",14.5,,
"COL","Colombia","12","12","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2.6,,
"MEX","Mexico","21","21","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",16.9,,
"MEX","Mexico","21","21","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5,,
"COL","Colombia","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",32.2,,
"COL","Colombia","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",9.9,,
"COL","Colombia","35","35","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2.4,,
"SVK","Slovak Republic","8","8","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",33.5,,
"SVK","Slovak Republic","8","8","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",16.4,,
"SVK","Slovak Republic","8","8","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0.6,,
"MEX","Mexico","24","24","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",19.3,,
"MEX","Mexico","24","24","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.6,,
"COL","Colombia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",21.2,,
"COL","Colombia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.6,,
"COL","Colombia","38","38","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.5,,
"SVK","Slovak Republic","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",31.7,,
"SVK","Slovak Republic","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",8.1,,
"SVK","Slovak Republic","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0.5,,
"COL","Colombia","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",21.8,,
"COL","Colombia","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.5,,
"COL","Colombia","44","44","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.3,,
"MEX","Mexico","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18.9,,
"MEX","Mexico","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.6,,
"COL","Colombia","41","41","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",17.7,,
"COL","Colombia","41","41","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.8,,
"COL","Colombia","41","41","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.3,,
"MEX","Mexico","27","27","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18.8,,
"MEX","Mexico","27","27","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6.9,,
"MEX","Mexico","53","53","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",23.4,,
"MEX","Mexico","30","30","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.4,,
"MEX","Mexico","30","30","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",14.3,,
"MEX","Mexico","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","5","5","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",25.4,,
"COL","Colombia","19","19","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",2.5,,
"COL","Colombia","19","19","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",37.3,,
"COL","Colombia","19","19","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.2,,
"COL","Colombia","28","28","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",16.9,,
"COL","Colombia","28","28","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",40.5,,
"COL","Colombia","28","28","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2.7,,
"MEX","Mexico","11","11","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","11","11","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",15.1,,
"COL","Colombia","25","25","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",8.6,,
"COL","Colombia","25","25","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",43.1,,
"COL","Colombia","25","25","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",1,,
"MEX","Mexico","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",1,,
"MEX","Mexico","14","14","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",11.4,,
"COL","Colombia","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",3.6,,
"COL","Colombia","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",37.3,,
"COL","Colombia","22","22","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.2,,
"MEX","Mexico","8","8","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","8","8","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",18.6,,
"COL","Colombia","51","51","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.1,,
"COL","Colombia","51","51","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.8,,
"COL","Colombia","51","51","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",1.5,,
"MEX","Mexico","37","37","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",16.2,,
"MEX","Mexico","37","37","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",16.2,,
"MEX","Mexico","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",15.6,,
"MEX","Mexico","43","43","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",8.2,,
"MEX","Mexico","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",13.8,,
"MEX","Mexico","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",12.1,,
"COL","Colombia","18","18","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",2.1,,
"COL","Colombia","18","18","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",35.1,,
"COL","Colombia","18","18","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.3,,
"MEX","Mexico","4","4","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","4","4","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",25.4,,
"MEX","Mexico","1","1","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","1","1","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",20.6,,
"COL","Colombia","15","15","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",1.3,,
"COL","Colombia","15","15","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",26.8,,
"COL","Colombia","15","15","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.8,,
"COL","Colombia","21","21","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",2.9,,
"COL","Colombia","21","21","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",37.1,,
"COL","Colombia","21","21","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.4,,
"COL","Colombia","24","24","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",7.4,,
"COL","Colombia","24","24","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",39.1,,
"COL","Colombia","24","24","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.4,,
"COL","Colombia","47","47","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",20.1,,
"COL","Colombia","47","47","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6.2,,
"COL","Colombia","47","47","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.3,,
"MEX","Mexico","10","10","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","10","10","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",16.7,,
"MEX","Mexico","33","33","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",19.5,,
"MEX","Mexico","33","33","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",19.1,,
"MEX","Mexico","7","7","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"MEX","Mexico","7","7","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",20.6,,
"MEX","Mexico","36","36","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",17.3,,
"MEX","Mexico","36","36","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",17.7,,
"COL","Colombia","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18,,
"COL","Colombia","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6.1,,
"COL","Colombia","50","50","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",1,,
"COL","Colombia","53","53","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",22.9,,
"MEX","Mexico","39","39","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",14.8,,
"MEX","Mexico","39","39","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",13.7,,
"MEX","Mexico","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",14,,
"MEX","Mexico","42","42","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",9.5,,
"COL","Colombia","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"COL","Colombia","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",28.5,,
"COL","Colombia","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",6.8,,
"COL","Colombia","2","2","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",0,,
"MEX","Mexico","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",15,,
"MEX","Mexico","20","20","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.5,,
"COL","Colombia","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",28.9,,
"COL","Colombia","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",11.6,,
"COL","Colombia","34","34","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",2.2,,
"MEX","Mexico","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",8.3,,
"MEX","Mexico","17","17","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",8.7,,
"COL","Colombia","31","31","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",26.2,,
"COL","Colombia","31","31","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",25.9,,
"COL","Colombia","31","31","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",4.4,,
"COL","Colombia","11","11","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0,,
"COL","Colombia","11","11","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",14.5,,
"COL","Colombia","11","11","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",3.2,,
"MEX","Mexico","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18.3,,
"MEX","Mexico","23","23","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.8,,
"MEX","Mexico","52","52","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",21.8,,
"MEX","Mexico","52","52","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",9.4,,
"MEX","Mexico","49","49","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",18.3,,
"MEX","Mexico","49","49","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.8,,
"MEX","Mexico","26","26","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",17.9,,
"MEX","Mexico","26","26","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",6,,
"COL","Colombia","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",21.4,,
"COL","Colombia","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",4.2,,
"COL","Colombia","40","40","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.3,,
"SVN","Slovenia","8","8","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",14,,
"SVN","Slovenia","8","8","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",32.3,,
"SVN","Slovenia","8","8","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2023","2023",5.5,,
"MEX","Mexico","46","46","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",16.3,,
"MEX","Mexico","46","46","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.8,,
"COL","Colombia","37","37","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",25.4,,
"COL","Colombia","37","37","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",5.9,,
"COL","Colombia","37","37","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",0.8,,
"CAN","Canada","52","52","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",11.8,,
"CAN","Canada","52","52","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2021","2021",2.6,,
"CAN","Canada","52","52","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2022","2022",4.7,,
"CAN","Canada","53","53","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",13.3,,
"AUS","Australia","53","53","TOTAL","Total","TOTAL","Total","COVIDPC","COVID-19 deaths (% of All-cause deaths)","2020","2020",0.1,,
